,PRODUCT,PROD_LVL,SPECIALTY,SUB_SPECIALTY,SP_SOURCE,ds,INDICATION,MARKET_FLAG,LEVEL_0_MARKET_FLAG,BIOSIMILAR_MOLECULE,CLASS,METRIC,COMPETITIVE_RX,TOTAL_RX,ALLOCATED_WITHOUT_FDAP_RX,ALLOCATED_WITH_FDAP_RX
187747,Brand24,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,NBRX,74.6644,,,
187793,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,MOTRX,1310.3153,,,
188034,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class3,MOTRX,428.252,,,
188334,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class1,MOTRX,42.9617,,,
188398,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,TRX,6.0605,6.0605,,
188399,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,NBRX,13.0588,13.0588,,
188400,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,MOTRX,310.7165,310.7165,,
188522,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,IV Market,Not Available,Not Available,Class1,NBRX,3.5485,3.5485,,
188542,Brand23,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,IV Market,IV Market,Not Available,Class1,NBRX,27.2756,27.2756,,
188551,Brand30,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class4,NBRX,9.6094,,,
188589,Brand12,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,MOTRX,27.1505,,,
188602,Brand22,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class4,NBRX,5.1928,5.1928,,
188671,Brand16,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,TRX,1.2172,,,
188672,Brand16,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,NBRX,0.0,,,
188752,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class2,MOTRX,135.809,,,
188848,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class3,MOTRX,345.8842,345.8842,,
188998,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class2,TRX,22.7698,,,
189004,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class2,TRX,4.9909,,,
189005,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class2,NBRX,1.3854,,,
189100,Brand36,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,17.6018,,
189122,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class3,NBRX,6.297,6.297,,7.731836599
189261,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Other Market,Not Available,Class1,TRX,344.1746,,,
189293,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Oral Market,Oral Market,Not Available,Class2,TRX,81.2504,,,
189299,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class3,MOTRX,2.764,2.764,,
189311,Brand12,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,IV Market,Not Available,Not Available,Class1,NBRX,5.28,5.28,,
189425,Brand4,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,353.5392,,
189433,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Not Available,Not Available,Not Available,Class3,MOTRX,3.0112,,,3.567003525
189470,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,NBRX,1.3854,1.3854,,
189576,Brand9,2,NP,OTHERS,PHARMACY,2024-01-19,Indication2,IV Market,Not Available,Not Available,Class1,MOTRX,3.3689,,,
189642,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,38.7627,,,
189648,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,0.6835,,,
189731,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,51.7399,51.7399,,
189760,Brand30,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class4,NBRX,102.7792,,,
189881,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,,,
189954,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
189961,Brand29,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class4,MOTRX,9.5972,9.5972,,
189977,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication2,Other Market,Other Market,Not Available,Class1,TRX,3942.4266,,,
190056,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,4091.4219,,
190170,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,54.0391,,
190198,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,18.9263,,,
190223,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
190231,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,MOTRX,255.6779,255.6779,,
190307,Brand1,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,IV Market,IV Market,Not Available,Class1,NBRX,1.6089,1.6089,,
190453,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class1,NBRX,10.4771,10.4771,,
190526,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,TRX,6.525,,,
190527,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,1.875,,,
190536,Brand27,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,TRX,0.2858,0.2858,,
190547,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class3,TRX,11.3835,11.3835,12.95304139,13.48082501
190614,Brand26,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,NBRX,0.6161,0.6161,,
190633,Brand20,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,0.0,,,
190666,Brand18,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
190712,Brand12,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,TRX,117.7986,,,
190757,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,MOTRX,1.7057,1.7057,,
190758,Brand13,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
190890,Brand27,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,NBRX,0.2858,,,
190891,Brand27,2,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Not Available,Not Available,Not Available,Class1,MOTRX,0.6898,,,
191007,Brand25,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,TRX,2.4402,2.4402,,
191018,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication1,Other Market,Not Available,Not Available,Class1,TRX,23.1631,,,
191090,Brand22,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,204.8055,,
191162,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,0.0,,
191209,Brand13,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,MOTRX,2.3771,2.3771,,
191247,Brand10,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,82.8966,,
191275,Brand4,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,MOTRX,1.2238,1.2238,,
191310,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Other Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
191348,Brand5,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,187.3045,,
191357,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class3,NBRX,4.9874,4.9874,6.006956461,6.127145763
191404,Brand24,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Oral Market,Oral Market,Not Available,Class2,MOTRX,11.8727,11.8727,,
191507,Brand30,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,29.7008,,
191530,Brand9,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,35.845,,
191629,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class2,TRX,1.4911,1.4911,,
191724,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
191763,Brand7,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,NBRX,,4.2705,,
191774,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,TRX,15.6891,15.6891,,
191783,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,16.0471,,
191929,Brand25,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,6.648,,
192030,Brand11,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,16.3924,,
192090,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class3,TRX,338.4347,338.4347,,
192141,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,MOTRX,6.4934,6.4934,,
192164,Brand2,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Not Available,Not Available,Class1,MOTRX,1.6074,1.6074,,
192190,Brand29,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,213.9113,,
192196,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,0.0,,
192264,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Other Market,Other Market,Not Available,Class1,TRX,2.349,2.349,,
192316,Brand30,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,80.5303,,
192352,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,19.1467,,
192422,Brand15,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,MOTRX,1978.7279,1978.7279,1924.095376,2209.610234
192441,Brand5,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class3,MOTRX,76.0789,76.0789,,
192490,Brand13,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,0.0,0.0,,
192497,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,4916.7302,,
192566,Brand12,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,IV Market,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
192574,Brand11,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication10,BnB IV Market,BnB IV Market,Not Available,Class1,NBRX,0.0,0.0,,
192607,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class3,TRX,9.8189,9.8189,,11.62761536
192609,Brand6,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class3,NBRX,0.0,0.0,,0.0
192688,Brand11,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class1,TRX,88.8813,88.8813,,
192701,Brand14,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,4.7059,,
192770,Brand42,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,TRX,,102.8869,,
192794,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class1,NBRX,,0.0,,
192807,Brand1,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,1.7961,,
192831,Brand4,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,TRX,1163.2674,1163.2674,,
192853,Brand16,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication1,IV Market,Not Available,Not Available,Class1,MOTRX,227.0086,,,
192864,Brand3,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class2,MOTRX,,19.9815,,
192871,Brand18,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,TRX,14.6327,14.6327,,
192899,Brand33,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
192906,Brand18,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,MOTRX,9.8751,9.8751,,
192963,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,32.4667,,
192968,Brand41,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class5,NBRX,,0.0,,
192969,Brand41,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class5,MOTRX,,46.0311,,
192994,Brand20,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,1.2346,1.2346,,
193007,Brand34,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
193171,Brand23,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,313.669,,
193357,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Other Market,Other Market,Not Available,Class1,TRX,3.7468,3.7468,,
193372,Brand4,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,353.5392,,
193373,Brand24,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class2,TRX,,1.4866,,
193437,Brand22,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,38.1992,,
193584,Brand27,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,1.3862,1.3862,,
193692,Brand6,1,NP,OTHERS,PHARMACY,2024-01-19,Indication8,Not Available,Not Available,Not Available,Class3,NBRX,0.0,0.0,,0.0
193762,Brand30,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,NBRX,0.0,0.0,,
193946,Brand10,1,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class1,TRX,4.043,4.043,,
193968,Brand14,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Not Available,Not Available,Not Available,Class2,TRX,,4.2859,,
193972,Brand7,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class1,NBRX,3.3132,3.3132,,
193992,Brand21,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,NBRX,2.808,2.808,,
194012,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,15.6891,15.6891,,
194128,Brand34,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,1.582,1.582,,
194215,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Other Market,Other Market,Not Available,Class1,MOTRX,1.1465,1.1465,,
194251,Brand19,2,NP,OTHERS,PHARMACY,2024-01-19,Indication9,Other Market,Other Market,Not Available,Class1,TRX,4.043,4.043,,
194292,Brand30,1,OTHERS,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,0.0,,
194426,Brand8,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,TRX,,332.5435,,
194439,Brand24,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,MOTRX,,784.4518,,
194482,Brand27,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,NBRX,0.0,0.0,,
194498,Brand4,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,TRX,433.825,433.825,,
194570,Brand17,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,MOTRX,,1.0255,,
194584,Brand41,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,NBRX,,195.6323,,
194634,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class2,TRX,,1037.5018,,
194779,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,TRX,90.8537,90.8537,,
194908,Brand22,2,PED,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class4,TRX,175.0833,175.0833,,
194950,Brand10,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,NBRX,,2.4752,,
195010,Brand3,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,MOTRX,,2.1629,,
195030,Brand38,2,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,45.3962,,
195089,Brand12,2,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication4,IV Market,Not Available,Not Available,Class1,TRX,19.6331,19.6331,,
195174,Brand41,1,NP,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class5,TRX,,4326.9278,,
195322,Brand36,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,MOTRX,,1.4537,,
195345,Brand22,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,MOTRX,,40.7968,,
195346,Brand6,1,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class3,NBRX,141.2912,141.2912,,159.0159743
195375,Brand14,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Not Available,Not Available,Not Available,Class2,MOTRX,,1.0735,,
195461,Brand22,2,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,NBRX,,2.2834,,
195483,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,0.0,,
195486,Brand11,1,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class1,MOTRX,,64.1885,,
195513,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Not Available,Not Available,Not Available,Class1,TRX,53.0441,53.0441,,
195575,Brand31,2,OTHERS,OTHERS,MEDICAL BENEFIT,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class4,TRX,,1490.7595,,
195589,Brand20,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class1,TRX,6.7388,6.7388,,
195632,Brand11,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,TRX,469.966,469.966,,
195670,Brand18,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,TRX,24.1455,24.1455,,
195758,Brand37,1,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
195820,Brand6,1,OTHERS,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,165.3928,,
195832,Brand5,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,MOTRX,,303.7029,,
195893,Brand30,1,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Other Market,Other Market,Not Available,Class4,MOTRX,158.0005,158.0005,,
195894,Brand4,1,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class1,NBRX,0.0,0.0,,
195910,Brand3,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,TRX,282.5882,282.5882,,
195925,Brand5,2,NP,OTHERS,PHARMACY,2024-01-19,Indication10,Not Available,Not Available,Not Available,Class3,NBRX,2.5617,2.5617,,
195943,Brand26,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class1,MOTRX,0.6161,0.6161,,
196033,Brand3,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class2,NBRX,4.9089,4.9089,,
196151,Brand15,2,NP,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,NBRX,,0.0,,
196156,Brand38,1,PED,OTHERS,PHARMACY,2024-01-19,Indication11,Not Available,Not Available,Not Available,Class3,TRX,,45.3962,,
196211,Brand14,1,NP,OTHERS,PHARMACY,2024-01-19,Indication4,Oral Market,Oral Market,Not Available,Class2,NBRX,0.0,0.0,,
196226,Brand30,2,PED,OTHERS,PHARMACY,2024-01-19,Indication7,Not Available,Not Available,Not Available,Class4,TRX,,3.2389,,
196270,Brand31,2,NP,OTHERS,PHARMACY,2024-01-19,Indication6,Not Available,Not Available,Not Available,Class4,TRX,74.3324,74.3324,,
196281,Brand15,2,PED,OTHERS,PHARMACY,2024-01-19,Indication5,Other Market,Other Market,Not Available,Class3,NBRX,145.4152,145.4152,149.3411392,163.6598784
